"T K" "p [Bar]" "P saturated vapour [Bar]" "P saturated liquid [Bar]" "T saturated vapour K" "T saturated liquid K" "H gas [kJ/kg]" "H saturated liquid [kJ/kg]" "S gas [kJ/(kg K)]" "S saturated liquid [kJ/(kg K)]" "v liquid [dm^3/kg]" "v gas [m^3/kg]" "Cp liquid [kJ/(kg K)]" "Cp gas [kJ/(kg K)]" "Cv gas [kJ/(kg K)]" "Sound velocity [m/s]" "Viscosity liquid [kg/(m s)]" "Viscosity gas [kg/(m s)]" "Conductivity liquid [W/(m K)]" "Conductivity gas [W/(m K)]" "Heat of evap. [kJ/kg]"
480.000 0.001 17.89127503 17.89127503 252.816153 252.816153 2892.954397 883.8303165 11.05732572 2.396198619 1.167376811 2215.17762 4.555703584 1.942748401 1.481239117 538.7419838 0.0001287926658 1.784967213E-5 0.6598699284 0.03341600673 1912.822704
480.000 0.501 17.89127503 17.89127503 354.5303038 354.5303038 2890.730677 883.8303165 8.18488071 2.396198619 1.167376811 4.410691967 4.555703584 1.95967805 1.491091807 537.9744344 0.0001287926658 1.659369723E-5 0.6598699284 0.03356676273 1912.822704
480.000 1.001 17.89127503 17.89127503 372.8031856 372.8031856 2888.485004 883.8303165 7.86190823 2.396198619 1.167376811 2.20209873 4.555703584 1.976997351 1.501122498 537.2008698 0.0001287926658 1.645385865E-5 0.6598699284 0.03371751873 1912.822704
480.000 1.501 17.89127503 17.89127503 384.5412339 384.5412339 2886.217052 883.8303165 7.67135089 2.396198619 1.167376811 1.464889172 4.555703584 1.994715717 1.511333533 536.4211937 0.0001287926658 1.637200761E-5 0.6598699284 0.03386827472 1912.822704
480.000 2.001 17.89127503 17.89127503 393.3990367 393.3990367 2883.926485 883.8303165 7.535030689 2.396198619 1.167376811 1.096076689 4.555703584 2.012842958 1.521727328 535.6353067 0.0001287926658 1.631391928E-5 0.6598699284 0.03401903072 1912.822704
480.000 2.501 17.89127503 17.89127503 400.5984286 400.5984286 2881.612955 883.8303165 7.428420948 2.396198619 1.167376811 0.8747111368 4.555703584 2.031389304 1.532306379 534.8431061 0.0001287926658 1.626885657E-5 0.6598699284 0.03416978672 1912.822704
480.000 3.001 17.89127503 17.89127503 406.7080662 406.7080662 2879.276104 883.8303165 7.34059127 2.396198619 1.167376811 0.7270933763 4.555703584 2.050365424 1.543073262 534.0444862 0.0001287926658 1.623203461E-5 0.6598699284 0.03432054271 1912.822704
480.000 3.501 17.89127503 17.89127503 412.041775 412.041775 2876.915564 883.8303165 7.265709091 2.396198619 1.167376811 0.6216260267 4.555703584 2.06978245 1.554030636 533.2393376 0.0001287926658 1.620090033E-5 0.6598699284 0.03447129871 1912.822704
480.000 4.001 17.89127503 17.89127503 416.7922186 416.7922186 2874.530953 883.8303165 7.20029194 2.396198619 1.167376811 0.5425064429 4.555703584 2.089652004 1.565181251 532.4275475 0.0001287926658 1.617392946E-5 0.6598699284 0.0346220547 1912.822704
480.000 4.501 17.89127503 17.89127503 421.0866935 421.0866935 2872.121877 883.8303165 7.142092967 2.396198619 1.167376811 0.4809538118 4.555703584 2.109986226 1.576527947 531.6089994 0.0001287926658 1.615013872E-5 0.6598699284 0.0347728107 1912.822704
480.000 5.001 17.89127503 17.89127503 425.0139694 425.0139694 2869.687931 883.8303165 7.089577617 2.396198619 1.167376811 0.4316989379 4.555703584 2.1307978 1.58807366 530.7835729 0.0001287926658 1.612885665E-5 0.6598699284 0.0349235667 1912.822704
480.000 5.501 17.89127503 17.89127503 428.6385702 428.6385702 2867.228693 883.8303165 7.041651019 2.396198619 1.167376811 0.3913883438 4.555703584 2.152099989 1.599821427 529.9511433 0.0001287926658 1.610960429E-5 0.6598699284 0.03507432269 1912.822704
480.000 6.001 17.89127503 17.89127503 432.008939 432.008939 2864.743731 883.8303165 6.997504465 2.396198619 1.167376811 0.3577861867 4.555703584 2.173906664 1.611774389 529.111582 0.0001287926658 1.609202796E-5 0.6598699284 0.03522507869 1912.822704
480.000 6.501 17.89127503 17.89127503 435.1624606 435.1624606 2862.232595 883.8303165 6.956523549 2.396198619 1.167376811 0.3293444651 4.555703584 2.196232342 1.623935797 528.2647556 0.0001287926658 1.607585909E-5 0.6598699284 0.03537583468 1912.822704
480.000 7.001 17.89127503 17.89127503 438.1286058 438.1286058 2859.694821 883.8303165 6.918230438 2.396198619 1.167376811 0.3049573961 4.555703584 2.219092229 1.636309014 527.4105264 0.0001287926658 1.606088887E-5 0.6598699284 0.03552659068 1912.822704
480.000 7.501 17.89127503 17.89127503 440.9310509 440.9310509 2857.129929 883.8303165 6.882246103 2.396198619 1.167376811 0.2838140286 4.555703584 2.24250225 1.648897527 526.5487515 0.0001287926658 1.604695179E-5 0.6598699284 0.03567734668 1912.822704
480.000 8.001 17.89127503 17.89127503 443.5891211 443.5891211 2854.537421 883.8303165 6.848264763 2.396198619 1.167376811 0.2653061197 4.555703584 2.266479106 1.661704945 525.6792829 0.0001287926658 1.60339144E-5 0.6598699284 0.03582810267 1912.822704
480.000 8.501 17.89127503 17.89127503 446.1188086 446.1188086 2851.916782 883.8303165 6.816036089 2.396198619 1.167376811 0.2489685215 4.555703584 2.291040317 1.674735009 524.8019676 0.0001287926658 1.602166756E-5 0.6598699284 0.03597885867 1912.822704
480.000 9.001 17.89127503 17.89127503 448.5335074 448.5335074 2849.267478 883.8303165 6.785352504 2.396198619 1.167376811 0.2344394365 4.555703584 2.316204265 1.687991598 523.9166462 0.0001287926658 1.601012085E-5 0.6598699284 0.03612961467 1912.822704
480.000 9.501 17.89127503 17.89127503 450.8445569 450.8445569 2846.588957 883.8303165 6.756039914 2.396198619 1.167376811 0.2214332232 4.555703584 2.341990267 1.701478738 523.0231541 0.0001287926658 1.599919854E-5 0.6598699284 0.03628037066 1912.822704
480.000 10.001 17.89127503 17.89127503 453.0616347 453.0616347 2843.880645 883.8303165 6.727950822 2.396198619 1.167376811 0.2097213585 4.555703584 2.36841862 1.715200603 522.1213201 0.0001287926658 1.598883654E-5 0.6598699284 0.03643112666 1912.822704
480.000 10.501 17.89127503 17.89127503 455.1930966 455.1930966 2841.141945 883.8303165 6.700959126 2.396198619 1.167376811 0.1991188391 4.555703584 2.395510679 1.729161529 521.210967 0.0001287926658 1.597898016E-5 0.6598699284 0.03658188265 1912.822704
480.000 11.001 17.89127503 17.89127503 457.2461787 457.2461787 2838.37224 883.8303165 6.674956123 2.396198619 1.167376811 0.1894742916 4.555703584 2.423288902 1.74336602 520.2919088 0.0001287926658 1.596958234E-5 0.6598699284 0.03673263865 1912.822704
480.000 11.501 17.89127503 17.89127503 459.2272185 459.2272185 2835.570888 883.8303165 6.649847402 2.396198619 1.167376811 0.180662662 4.555703584 2.451776971 1.757818757 519.3639551 0.0001287926658 1.59606023E-5 0.6598699284 0.03688339465 1912.822704
480.000 12.001 17.89127503 17.89127503 461.141783 461.141783 2832.737221 883.8303165 6.625550401 2.396198619 1.167376811 0.1725797325 4.555703584 2.480999825 1.772524607 518.4269053 0.0001287926658 1.595200449E-5 0.6598699284 0.03703415064 1912.822704
480.000 12.501 17.89127503 17.89127503 462.9947973 462.9947973 2829.870545 883.8303165 6.601992457 2.396198619 1.167376811 0.1651379549 4.555703584 2.510983787 1.787488633 517.4805521 0.0001287926658 1.594375767E-5 0.6598699284 0.03718490664 1912.822704
480.000 13.001 17.89127503 17.89127503 464.79064 464.79064 2826.97014 883.8303165 6.579109243 2.396198619 1.167376811 0.1582632441 4.555703584 2.541756644 1.802716106 516.5246791 0.0001287926658 1.593583431E-5 0.6598699284 0.03733566263 1912.822704
480.000 13.501 17.89127503 17.89127503 466.5332221 466.5332221 2824.035251 883.8303165 6.5568435 2.396198619 1.167376811 0.1518924859 4.555703584 2.573347753 1.818212516 515.5590607 0.0001287926658 1.592821001E-5 0.6598699284 0.03748641863 1912.822704
480.000 14.001 17.89127503 17.89127503 468.2260527 468.2260527 2821.065098 883.8303165 6.535143988 2.396198619 1.167376811 0.1459715769 4.555703584 2.605788178 1.833983585 514.5834628 0.0001287926658 1.592086299E-5 0.6598699284 0.03763717463 1912.822704
480.000 14.501 17.89127503 17.89127503 469.8722926 469.8722926 2818.058863 883.8303165 6.513964639 2.396198619 1.167376811 0.1404538713 4.555703584 2.639110773 1.850035278 513.5976388 0.0001287926658 1.591377379E-5 0.6598699284 0.03778793062 1912.822704
480.000 15.001 17.89127503 17.89127503 471.4748001 471.4748001 2815.015696 883.8303165 6.493263833 2.396198619 1.167376811 0.1352989377 4.555703584 2.673350378 1.866373822 512.6013339 0.0001287926658 1.590692494E-5 0.6598699284 0.03793868662 1912.822704
480.000 15.501 17.89127503 17.89127503 473.0361688 473.0361688 2811.934707 883.8303165 6.473003807 2.396198619 1.167376811 0.1304715563 4.555703584 2.708543916 1.883005718 511.5942793 0.0001287926658 1.590030067E-5 0.6598699284 0.03808944261 1912.822704
480.000 16.001 17.89127503 17.89127503 474.5587596 474.5587596 2808.814968 883.8303165 6.453150149 2.396198619 1.167376811 0.1259409048 4.555703584 2.744730621 1.89993776 510.5761976 0.0001287926658 1.589388671E-5 0.6598699284 0.03824019861 1912.822704
480.000 16.501 17.89127503 17.89127503 476.0447286 476.0447286 2805.655508 883.8303165 6.43367137 2.396198619 1.167376811 0.1216798914 4.555703584 2.781952142 1.917177051 509.5467939 0.0001287926658 1.588767013E-5 0.6598699284 0.03839095461 1912.822704
480.000 17.001 17.89127503 17.89127503 477.4960503 477.4960503 2802.455313 883.8303165 6.414538538 2.396198619 1.167376811 0.1176646063 4.555703584 2.820252842 1.934731024 508.5057645 0.0001287926658 1.588163913E-5 0.6598699284 0.0385417106 1912.822704
480.000 17.501 17.89127503 17.89127503 478.9145375 478.9145375 2799.21332 883.8303165 6.395724971 2.396198619 1.167376811 0.1138738665 4.555703584 2.859679924 1.952607466 507.452787 0.0001287926658 1.587578296E-5 0.6598699284 0.0386924666 1912.822704
480.000 18.001 17.89127503 17.89127503 480.3018594 480.3018594 2795.928415 883.8303165 6.377205959 2.396198619 1.167376811 0.110288837 4.555703584 2.900283718 1.970814536 506.3875228 0.0001287926658 1.587009177E-5 0.6598699284 0.0388432226 1912.822704
480.000 18.501 17.89127503 17.89127503 481.6595559 481.6595559 2792.59943 883.8303165 6.358958533 2.396198619 1.167376811 0.106892713 4.555703584 2.942118025 1.989360793 505.3096224 0.0001287926658 1.58645565E-5 0.6598699284 0.03899397859 1912.822704
480.000 19.001 17.89127503 17.89127503 482.9890514 482.9890514 2789.225139 883.8303165 6.340961261 2.396198619 1.167376811 0.1036704526 4.555703584 2.985240254 2.008255226 504.2187101 0.0001287926658 1.585916886E-5 0.6598699284 0.03914473459 1912.822704
480.000 19.501 17.89127503 17.89127503 484.291666 484.291666 2785.804254 883.8303165 6.323194067 2.396198619 1.167376811 0.1006085498 4.555703584 3.029711944 2.027507278 503.1143982 0.0001287926658 1.585392116E-5 0.6598699284 0.03929549058 1912.822704
480.000 20.001 17.89127503 17.89127503 485.5686258 485.5686258 2782.33542 883.8303165 6.305638071 2.396198619 1.167376811 0.09769484306 4.555703584 3.075598991 2.047126885 501.9962738 0.0001287926658 1.584880633E-5 0.6598699284 0.03944624658 1912.822704
480.000 20.501 17.89127503 17.89127503 486.8210714 486.8210714 2778.817212 883.8303165 6.288275449 2.396198619 1.167376811 0.09491834988 4.555703584 3.122972141 2.067124507 500.8639028 0.0001287926658 1.584381779E-5 0.6598699284 0.03959700258 1912.822704
480.000 21.001 17.89127503 17.89127503 488.0500662 488.0500662 2775.248126 883.8303165 6.271089305 2.396198619 1.167376811 0.09226912657 4.555703584 3.171907473 2.08751117 499.7168302 0.0001287926658 1.583894946E-5 0.6598699284 0.03974775857 1912.822704
480.000 21.501 17.89127503 17.89127503 489.2566031 489.2566031 2771.626578 883.8303165 6.25406356 2.396198619 1.167376811 0.0897381467 4.555703584 3.222486781 2.10829851 498.5545666 0.0001287926658 1.583419569E-5 0.6598699284 0.03989851457 1912.822704
480.000 22.001 17.89127503 17.89127503 490.4416109 490.4416109 2767.950892 883.8303165 6.237182844 2.396198619 1.167376811 0.0873171963 4.555703584 3.27479846 2.129498817 497.3766095 0.0001287926658 1.582955121E-5 0.6598699284 0.04004927056 1912.822704
480.000 22.501 17.89127503 17.89127503 491.6059595 491.6059595 2764.219299 883.8303165 6.220432407 2.396198619 1.167376811 0.08499878298 4.555703584 3.328937737 2.151125088 496.1824081 0.0001287926658 1.58250111E-5 0.6598699284 0.04020002656 1912.822704
480.000 23.001 17.89127503 17.89127503 492.7504651 492.7504651 2760.446821 883.8303165 6.203871401 2.396198619 1.167376811 0.0827856912 4.555703584 3.047038229 2.173092457 469.6346656 0.0001287926658 1.582057078E-5 0.6598699284 0.04035078256 1912.822704
480.000 23.501 17.89127503 17.89127503 493.8758946 493.8758946 2756.599035 883.8303165 6.187343519 2.396198619 1.167376811 0.08065258124 4.555703584 3.442538875 2.195604341 493.7270294 0.0001287926658 1.581622595E-5 0.6598699284 0.04050153855 1912.822704
480.000 24.001 17.89127503 17.89127503 494.9829695 494.9829695 2752.689449 883.8303165 6.170904684 2.396198619 1.167376811 0.07860311579 4.555703584 3.502767367 2.218585493 492.4799844 0.0001287926658 1.581197259E-5 0.6598699284 0.04065229455 1912.822704
480.000 24.501 17.89127503 17.89127503 496.0723694 496.0723694 2748.715825 883.8303165 6.154541795 2.396198619 1.167376811 0.07663199044 4.555703584 3.565289294 2.242052365 491.2142377 0.0001287926658 1.580780693E-5 0.6598699284 0.04080305055 1912.822704
480.000 25.001 17.89127503 17.89127503 497.1447354 497.1447354 2744.675775 883.8303165 6.13824198 2.396198619 1.167376811 0.07473431346 4.555703584 3.630248789 2.266022481 489.9290672 0.0001287926658 1.580372544E-5 0.6598699284 0.04095380654 1912.822704
480.000 25.501 17.89127503 17.89127503 498.2006728 498.2006728 2740.566755 883.8303165 6.121992525 2.396198619 1.167376811 0.07290556429 4.555703584 3.697803434 2.29051453 488.6237024 0.0001287926658 1.579972476E-5 0.6598699284 0.04110456254 1912.822704
480.000 26.001 17.89127503 17.89127503 499.2407542 499.2407542 2736.386047 883.8303165 6.105780806 2.396198619 1.167376811 0.07114155666 4.555703584 3.768125922 2.315548486 487.2973196 0.0001287926658 1.579580177E-5 0.6598699284 0.04125531853 1912.822704
480.000 26.501 17.89127503 17.89127503 500.2655212 500.2655212 2732.13074 883.8303165 6.089594221 2.396198619 1.167376811 0.0694384058 4.555703584 3.841405983 2.341145724 485.9490369 0.0001287926658 1.579195351E-5 0.6598699284 0.04140607453 1912.822704
480.000 27.001 17.89127503 17.89127503 501.2754871 501.2754871 2727.797713 883.8303165 6.07342012 2.396198619 1.167376811 0.06779249907 4.555703584 3.917852616 2.367329172 484.5779081 0.0001287926658 1.578817718E-5 0.6598699284 0.04155683053 1912.822704
480.000 27.501 17.89127503 17.89127503 502.2711389 502.2711389 2723.383612 883.8303165 6.057245731 2.396198619 1.167376811 0.0662004696 4.555703584 3.9976967 2.394123463 483.182916 0.0001287926658 1.578447013E-5 0.6598699284 0.04170758652 1912.822704
480.000 28.001 17.89127503 17.89127503 503.2529388 503.2529388 2718.884829 883.8303165 6.041058085 2.396198619 1.167376811 0.06465917262 4.555703584 4.081194034 2.421555125 481.762965 0.0001287926658 1.578082989E-5 0.6598699284 0.04185834252 1912.822704
480.000 28.501 17.89127503 17.89127503 504.221326 504.221326 2714.297464 883.8303165 6.024843935 2.396198619 1.167376811 0.06316566394 4.555703584 4.168628926 2.449652785 480.3168718 0.0001287926658 1.577725407E-5 0.6598699284 0.04200909851 1912.822704
480.000 29.001 17.89127503 17.89127503 505.1767185 505.1767185 2709.617304 883.8303165 6.008589665 2.396198619 1.167376811 0.06171718039 4.555703584 4.260318431 2.478447416 478.8433557 0.0001287926658 1.577374045E-5 0.6598699284 0.04215985451 1912.822704
480.000 29.501 17.89127503 17.89127503 506.119514 506.119514 2704.839776 883.8303165 5.992281198 2.396198619 1.167376811 0.06031112197 4.555703584 4.356617388 2.507972605 477.341027 0.0001287926658 1.577028688E-5 0.6598699284 0.04231061051 1912.822704
500.000 0.001 26.37074379 26.37074379 252.816153 252.816153 2931.92122 976.0308656 11.13685898 2.582300135 1.2025068 2307.476687 4.669102089 1.954014863 1.492508017 549.357969 0.0001161503275 1.877148259E-5 0.6421255 0.03525995271 1827.206762
500.000 0.501 26.37074379 26.37074379 354.5303038 354.5303038 2929.999249 976.0308656 8.265030712 2.582300135 1.2025068 4.596202744 4.669102089 1.967424568 1.500093379 548.7064563 0.0001161503275 1.742408493E-5 0.6421255 0.03540344192 1827.206762
500.000 1.001 26.37074379 26.37074379 372.8031856 372.8031856 2928.06184 976.0308656 7.942687951 2.582300135 1.2025068 2.295600399 4.669102089 1.981103349 1.507805075 548.0504998 0.0001161503275 1.727406746E-5 0.6421255 0.03554693113 1827.206762
500.000 1.501 26.37074379 26.37074379 384.5412339 384.5412339 2926.108807 976.0308656 7.752773944 2.582300135 1.2025068 1.527689597 4.669102089 1.995056384 1.515644412 547.3900449 0.0001161503275 1.718625846E-5 0.6421255 0.03569042034 1827.206762
500.000 2.001 26.37074379 26.37074379 393.3990367 393.3990367 2924.139961 976.0308656 7.61711099 2.582300135 1.2025068 1.143525965 4.669102089 2.009289024 1.523612727 546.7250356 0.0001161503275 1.712394187E-5 0.6421255 0.03583390954 1827.206762
500.000 2.501 26.37074379 26.37074379 400.5984286 400.5984286 2922.155108 976.0308656 7.511172722 2.582300135 1.2025068 0.9129531085 4.669102089 2.023806806 1.531711393 546.0554147 0.0001161503275 1.707559902E-5 0.6421255 0.03597739875 1827.206762
500.000 3.001 26.37074379 26.37074379 406.7080662 406.7080662 2920.154049 976.0308656 7.424029068 2.582300135 1.2025068 0.7592010981 4.669102089 2.038615459 1.539941822 545.3811234 0.0001161503275 1.703609679E-5 0.6421255 0.03612088796 1827.206762
500.000 3.501 26.37074379 26.37074379 412.041775 412.041775 2918.136578 976.0308656 7.349847803 2.582300135 1.2025068 0.6493560019 4.669102089 2.053720912 1.548305461 544.7021013 0.0001161503275 1.700269623E-5 0.6421255 0.03626437717 1827.206762
500.000 4.001 26.37074379 26.37074379 416.7922186 416.7922186 2916.102487 976.0308656 7.285146805 2.582300135 1.2025068 0.5669567381 4.669102089 2.069129306 1.556803796 544.0182867 0.0001161503275 1.697376215E-5 0.6421255 0.03640786637 1827.206762
500.000 4.501 26.37074379 26.37074379 421.0866935 421.0866935 2914.051561 976.0308656 7.22767959 2.582300135 1.2025068 0.5028566335 4.669102089 2.084846998 1.565438354 543.3296159 0.0001161503275 1.694823967E-5 0.6421255 0.03655135558 1827.206762
500.000 5.001 26.37074379 26.37074379 425.0139694 425.0139694 2911.983579 976.0308656 7.175911983 2.582300135 1.2025068 0.4515669504 4.669102089 2.100880574 1.574210704 542.6360237 0.0001161503275 1.692540847E-5 0.6421255 0.03669484479 1827.206762
500.000 5.501 26.37074379 26.37074379 428.6385702 428.6385702 2909.898313 976.0308656 7.128749509 2.582300135 1.2025068 0.4095944907 4.669102089 2.117236859 1.583122458 541.9374433 0.0001161503275 1.690475472E-5 0.6421255 0.036838334 1827.206762
500.000 6.001 26.37074379 26.37074379 432.008939 432.008939 2907.795533 976.0308656 7.085383871 2.582300135 1.2025068 0.3746102597 4.669102089 2.133922929 1.592175271 541.2338058 0.0001161503275 1.688589902E-5 0.6421255 0.0369818232 1827.206762
500.000 6.501 26.37074379 26.37074379 435.1624606 435.1624606 2905.674999 976.0308656 7.045201094 2.582300135 1.2025068 0.3450017644 4.669102089 2.150946118 1.601370846 540.5250406 0.0001161503275 1.68685532E-5 0.6421255 0.03712531241 1827.206762
500.000 7.001 26.37074379 26.37074379 438.1286058 438.1286058 2903.536465 976.0308656 7.007723792 2.582300135 1.2025068 0.3196171561 4.669102089 2.168314038 1.610710933 539.811075 0.0001161503275 1.68524933E-5 0.6421255 0.03726880162 1827.206762
500.000 7.501 26.37074379 26.37074379 440.9310509 440.9310509 2901.37968 976.0308656 6.972573402 2.582300135 1.2025068 0.2976117034 4.669102089 2.186034584 1.620197332 539.0918344 0.0001161503275 1.683754173E-5 0.6421255 0.03741229083 1827.206762
500.000 8.001 26.37074379 26.37074379 443.5891211 443.5891211 2899.204384 976.0308656 6.939444633 2.582300135 1.2025068 0.2783518295 4.669102089 2.204115951 1.629831893 538.367242 0.0001161503275 1.682355535E-5 0.6421255 0.03755578004 1827.206762
500.000 8.501 26.37074379 26.37074379 446.1188086 446.1188086 2897.01031 976.0308656 6.908087663 2.582300135 1.2025068 0.2613530152 4.669102089 2.22256665 1.639616522 537.6372189 0.0001161503275 1.681041706E-5 0.6421255 0.03769926924 1827.206762
500.000 9.001 26.37074379 26.37074379 448.5335074 448.5335074 2894.797187 976.0308656 6.878295447 2.582300135 1.2025068 0.2462383987 4.669102089 2.241395522 1.649553178 536.9016839 0.0001161503275 1.679802987E-5 0.6421255 0.03784275845 1827.206762
500.000 9.501 26.37074379 26.37074379 450.8445569 450.8445569 2892.56473 976.0308656 6.849894445 2.582300135 1.2025068 0.2327104474 4.669102089 2.260611753 1.659643879 536.1605532 0.0001161503275 1.678631251E-5 0.6421255 0.03798624766 1827.206762
500.000 10.001 26.37074379 26.37074379 453.0616347 453.0616347 2890.312651 976.0308656 6.822737743 2.582300135 1.2025068 0.2205311279 4.669102089 2.280224894 1.669890701 535.4137409 0.0001161503275 1.677519626E-5 0.6421255 0.03812973687 1827.206762
500.000 10.501 26.37074379 26.37074379 455.1930966 455.1930966 2888.040651 976.0308656 6.796699847 2.582300135 1.2025068 0.2095077403 4.669102089 2.300244878 1.680295784 534.6611584 0.0001161503275 1.676462243E-5 0.6421255 0.03827322607 1827.206762
500.000 11.001 26.37074379 26.37074379 457.2461787 457.2461787 2885.748423 976.0308656 6.771672688 2.582300135 1.2025068 0.1994826166 4.669102089 2.320682034 1.690861331 533.9027139 0.0001161503275 1.675454054E-5 0.6421255 0.03841671528 1827.206762
500.000 11.501 26.37074379 26.37074379 459.2272185 459.2272185 2883.435651 976.0308656 6.747562525 2.582300135 1.2025068 0.1903255051 4.669102089 2.341547127 1.701589613 533.1383143 0.0001161503275 1.674490685E-5 0.6421255 0.03856020449 1827.206762
500.000 12.001 26.37074379 26.37074379 461.141783 461.141783 2881.102008 976.0308656 6.724287491 2.582300135 1.2025068 0.1819278594 4.669102089 2.36285135 1.71248297 532.3678615 0.0001161503275 1.673568319E-5 0.6421255 0.0387036937 1827.206762
500.000 12.501 26.37074379 26.37074379 462.9947973 462.9947973 2878.74716 976.0308656 6.701775659 2.582300135 1.2025068 0.1741984976 4.669102089 2.384606378 1.723543815 531.5912563 0.0001161503275 1.672683608E-5 0.6421255 0.0388471829 1827.206762
500.000 13.001 26.37074379 26.37074379 464.79064 464.79064 2876.370761 976.0308656 6.67996347 2.582300135 1.2025068 0.1670602633 4.669102089 2.40682437 1.734774638 530.808395 0.0001161503275 1.671833599E-5 0.6421255 0.03899067211 1827.206762
500.000 13.501 26.37074379 26.37074379 466.5332221 466.5332221 2873.972452 976.0308656 6.658794472 2.582300135 1.2025068 0.1604474279 4.669102089 2.429518011 1.746178006 530.0191715 0.0001161503275 1.67101567E-5 0.6421255 0.03913416132 1827.206762
500.000 14.001 26.37074379 26.37074379 468.2260527 468.2260527 2871.551867 976.0308656 6.638218276 2.582300135 1.2025068 0.1543036505 4.669102089 2.45270053 1.75775657 529.2234754 0.0001161503275 1.670227489E-5 0.6421255 0.03927765053 1827.206762
500.000 14.501 26.37074379 26.37074379 469.8722926 469.8722926 2869.108626 976.0308656 6.618189704 2.582300135 1.2025068 0.1485803594 4.669102089 2.476385744 1.769513064 528.4211939 0.0001161503275 1.669466967E-5 0.6421255 0.03942113974 1827.206762
500.000 15.001 26.37074379 26.37074379 471.4748001 471.4748001 2866.642336 976.0308656 6.59866808 2.582300135 1.2025068 0.1432354569 4.669102089 2.500588075 1.781450315 527.6122092 0.0001161503275 1.668732229E-5 0.6421255 0.03956462894 1827.206762
500.000 15.501 26.37074379 26.37074379 473.0361688 473.0361688 2864.152592 976.0308656 6.579616628 2.582300135 1.2025068 0.1382322752 4.669102089 2.525322603 1.793571243 526.7964011 0.0001161503275 1.668021584E-5 0.6421255 0.03970811815 1827.206762
500.000 16.001 26.37074379 26.37074379 474.5587596 474.5587596 2861.638977 976.0308656 6.561001982 2.582300135 1.2025068 0.1335387283 4.669102089 2.550605074 1.805878863 525.9736429 0.0001161503275 1.667333501E-5 0.6421255 0.03985160736 1827.206762
500.000 16.501 26.37074379 26.37074379 476.0447286 476.0447286 2859.101058 976.0308656 6.542793752 2.582300135 1.2025068 0.1291266172 4.669102089 2.576451978 1.818376296 525.1438057 0.0001161503275 1.666666592E-5 0.6421255 0.03999509657 1827.206762
500.000 17.001 26.37074379 26.37074379 477.4960503 477.4960503 2856.538389 976.0308656 6.524964172 2.582300135 1.2025068 0.1249710588 4.669102089 2.602880575 1.831066768 524.306756 0.0001161503275 1.666019592E-5 0.6421255 0.04013858577 1827.206762
500.000 17.501 26.37074379 26.37074379 478.9145375 478.9145375 2853.950506 976.0308656 6.507487787 2.582300135 1.2025068 0.1210500117 4.669102089 2.629908922 1.843953617 523.4623538 0.0001161503275 1.665391348E-5 0.6421255 0.04028207498 1827.206762
500.000 18.001 26.37074379 26.37074379 480.3018594 480.3018594 2851.336932 976.0308656 6.490341187 2.582300135 1.2025068 0.1173438817 4.669102089 2.65755597 1.857040301 522.6104568 0.0001161503275 1.664780802E-5 0.6421255 0.04042556419 1827.206762
500.000 18.501 26.37074379 26.37074379 481.6595559 481.6595559 2848.697172 976.0308656 6.473502783 2.582300135 1.2025068 0.1138351911 4.669102089 2.685841578 1.870330396 521.7509162 0.0001161503275 1.664186985E-5 0.6421255 0.0405690534 1827.206762
500.000 19.001 26.37074379 26.37074379 482.9890514 482.9890514 2846.030713 976.0308656 6.456952601 2.582300135 1.2025068 0.1105082998 4.669102089 2.714786564 1.883827613 520.883576 0.0001161503275 1.663609003E-5 0.6421255 0.0407125426 1827.206762
500.000 19.501 26.37074379 26.37074379 484.291666 484.291666 2843.337023 976.0308656 6.440672113 2.582300135 1.2025068 0.10734917 4.669102089 2.744412808 1.897535795 520.0082765 0.0001161503275 1.663046036E-5 0.6421255 0.04085603181 1827.206762
500.000 20.001 26.37074379 26.37074379 485.5686258 485.5686258 2840.615552 976.0308656 6.424644085 2.582300135 1.2025068 0.1043451658 4.669102089 2.774743322 1.911458928 519.124854 0.0001161503275 1.662497321E-5 0.6421255 0.04099952102 1827.206762
500.000 20.501 26.37074379 26.37074379 486.8210714 486.8210714 2837.865727 976.0308656 6.408852443 2.582300135 1.2025068 0.1014848817 4.669102089 2.805802252 1.925601148 518.2331337 0.0001161503275 1.661962155E-5 0.6421255 0.04114301023 1827.206762
500.000 21.001 26.37074379 26.37074379 488.0500662 488.0500662 2835.086957 976.0308656 6.393282153 2.582300135 1.2025068 0.09875799666 4.669102089 2.837615023 1.93996675 517.3329362 0.0001161503275 1.661439886E-5 0.6421255 0.04128649944 1827.206762
500.000 21.501 26.37074379 26.37074379 489.2566031 489.2566031 2832.278626 976.0308656 6.377919121 2.582300135 1.2025068 0.09615514746 4.669102089 2.870208428 1.954560191 516.4240767 0.0001161503275 1.660929906E-5 0.6421255 0.04142998864 1827.206762
500.000 22.001 26.37074379 26.37074379 490.4416109 490.4416109 2829.440093 976.0308656 6.362750097 2.582300135 1.2025068 0.09366781996 4.669102089 2.903610691 1.969386107 515.5063616 0.0001161503275 1.660431651E-5 0.6421255 0.04157347785 1827.206762
500.000 22.501 26.37074379 26.37074379 491.6059595 491.6059595 2826.570694 976.0308656 6.347762594 2.582300135 1.2025068 0.09128825455 4.669102089 2.937851569 1.984449315 514.5795891 0.0001161503275 1.659944592E-5 0.6421255 0.04171696706 1827.206762
