"T K" "p [Bar]" "P saturated vapour [Bar]" "P saturated liquid [Bar]" "T saturated vapour K" "T saturated liquid K" "H gas [kJ/kg]" "H saturated liquid [kJ/kg]" "S gas [kJ/(kg K)]" "S saturated liquid [kJ/(kg K)]" "v liquid [dm^3/kg]" "v gas [m^3/kg]" "Cp liquid [kJ/(kg K)]" "Cp gas [kJ/(kg K)]" "Cv gas [kJ/(kg K)]" "Sound velocity [m/s]" "Viscosity liquid [kg/(m s)]" "Viscosity gas [kg/(m s)]" "Conductivity liquid [W/(m K)]" "Conductivity gas [W/(m K)]" "Heat of evap. [kJ/kg]"
200.000 0.001 1.626423142E-6 1.626423142E-6 252.816153 252.816153 2365.609953 -467.747386 9.414182494 -1.789073009 1.034129337 923.0124759 1.581678953 1.843871933 1.385461028 350.3492007 N/A 9.057463706E-6 N/A 5.270714944E-5 2833.037759
200.000 0.501 1.626423142E-6 1.626423142E-6 354.5303038 354.5303038 2526.891989 -467.747386 7.319549269 -1.789073009 1.034129337 1.987206526 1.581678953 -6.521798973 -6.714502161 325.2391908 N/A 8.640851816E-6 N/A 9.564769741E-8 2833.037759
200.000 1.001 1.626423142E-6 1.626423142E-6 372.8031856 372.8031856 2679.980062 -467.747386 7.726504578 -1.789073009 1.034129337 1.087699023 1.581678953 -12.15494259 -14.05034613 338.6517042 N/A 8.153430901E-6 N/A 4.786683121E-8 2833.037759
200.000 1.501 1.626423142E-6 1.626423142E-6 384.5412339 384.5412339 2819.699634 -467.747386 8.195205468 -1.789073009 1.034129337 0.791537702 1.581678953 -16.10615782 -20.53699015 352.8523541 N/A 7.575471862E-6 N/A 3.192078378E-8 2833.037759
200.000 2.001 1.626423142E-6 1.626423142E-6 393.3990367 393.3990367 2946.998471 -467.747386 8.654068202 -1.789073009 1.034129337 0.6434806617 1.581678953 -19.1343378 -26.31479894 367.2651985 N/A 6.879165866E-6 N/A 2.394417554E-8 2833.037759
200.000 2.501 1.626423142E-6 1.626423142E-6 400.5984286 400.5984286 3063.954736 -467.747386 9.089964664 -1.789073009 1.034129337 0.5538255174 1.581678953 -21.63065064 -31.53316884 381.3654805 N/A 6.024016405E-6 N/A 1.915706294E-8 2833.037759
200.000 3.001 1.626423142E-6 1.626423142E-6 406.7080662 406.7080662 3172.372589 -467.747386 9.501649774 -1.789073009 1.034129337 0.4931839479 1.581678953 -23.76908814 -36.30562238 394.739411 N/A 4.948671825E-6 N/A 1.59651762E-8 2833.037759
200.000 3.501 1.626423142E-6 1.626423142E-6 412.041775 412.041775 3273.819568 -467.747386 9.891370489 -1.789073009 1.034129337 0.4490512741 1.581678953 -25.68363629 -40.72212742 407.5579679 N/A 3.555516329E-6 N/A 1.368502278E-8 2833.037759
200.000 4.001 1.626423142E-6 1.626423142E-6 416.7922186 416.7922186 3369.417242 -467.747386 10.26149112 -1.789073009 1.034129337 0.4152713586 1.581678953 -27.42784219 -44.84551712 419.7480202 N/A 1.67922997E-6 N/A 1.197477954E-8 2833.037759
200.000 4.501 1.626423142E-6 1.626423142E-6 421.0866935 421.0866935 3460.058223 -467.747386 10.6143509 -1.789073009 1.034129337 0.3884304127 1.581678953 -29.04192753 -48.72411449 431.3490861 N/A -9.842217855E-7 N/A 1.06445144E-8 2833.037759
200.000 5.001 1.626423142E-6 1.626423142E-6 425.0139694 425.0139694 3546.444691 -467.747386 10.95199914 -1.789073009 1.034129337 0.3664836413 1.581678953 -30.55354558 -52.39510263 442.4134995 N/A -5.061696525E-6 N/A 9.580254434E-9 2833.037759
200.000 5.501 1.626423142E-6 1.626423142E-6 428.6385702 428.6385702 3629.139148 -467.747386 11.27619316 -1.789073009 1.034129337 0.3481285265 1.581678953 -31.98346524 -55.88773032 453.0012023 N/A -1.208617819E-5 N/A 8.709464634E-9 2833.037759
200.000 6.001 1.626423142E-6 1.626423142E-6 432.008939 432.008939 3708.601885 -467.747386 11.58844116 -1.789073009 1.034129337 0.3324937651 1.581678953 -33.34894192 -59.22554348 463.1792398 N/A -2.706051561E-5 N/A 7.983784712E-9 2833.037759
200.000 6.501 1.626423142E-6 1.626423142E-6 435.1624606 435.1624606 3785.093091 -467.747386 11.88955857 -1.789073009 1.034129337 0.3189937595 1.581678953 -34.61634839 -62.42272762 472.683716 N/A -8.10713257E-5 N/A 7.369732406E-9 2833.037759
200.000 7.001 1.626423142E-6 1.626423142E-6 438.1286058 438.1286058 3859.06393 -467.747386 12.18117393 -1.789073009 1.034129337 0.3071678622 1.581678953 -35.85370323 -65.50073986 481.9669245 N/A 0.0003289227982 N/A 6.843390587E-9 2833.037759
200.000 7.501 1.626423142E-6 1.626423142E-6 440.9310509 440.9310509 3930.715297 -467.747386 12.46397202 -1.789073009 1.034129337 0.2967061244 1.581678953 -37.04418475 -68.47003099 490.8989286 N/A 7.377543519E-5 N/A 6.387219261E-9 2833.037759
200.000 8.001 1.626423142E-6 1.626423142E-6 443.5891211 443.5891211 4000.264927 -467.747386 12.73873192 -1.789073009 1.034129337 0.2873666499 1.581678953 -38.19307153 -71.34136327 499.5086494 N/A 4.717254536E-5 N/A 5.98806294E-9 2833.037759
200.000 8.501 1.626423142E-6 1.626423142E-6 446.1188086 446.1188086 4067.899339 -467.747386 13.00612958 -1.789073009 1.034129337 0.2789630699 1.581678953 -39.30482491 -74.12388997 507.8224561 N/A 3.702775209E-5 N/A 5.635861216E-9 2833.037759
200.000 9.001 1.626423142E-6 1.626423142E-6 448.5335074 448.5335074 4133.779857 -467.747386 13.26675592 -1.789073009 1.034129337 0.2713492608 1.581678953 -40.38335565 -76.82547485 515.8648742 N/A 3.167637533E-5 N/A 5.322789107E-9 2833.037759
200.000 9.501 1.626423142E-6 1.626423142E-6 450.8445569 450.8445569 4198.047357 -467.747386 13.5211317 -1.789073009 1.034129337 0.2644088683 1.581678953 -41.43224356 -79.45294077 523.6593225 N/A 2.837031808E-5 N/A 5.042668836E-9 2833.037759
200.000 10.001 1.626423142E-6 1.626423142E-6 453.0616347 453.0616347 4260.826098 -467.747386 13.76971996 -1.789073009 1.034129337 0.2580479543 1.581678953 -42.45492296 -82.01226687 531.228829 N/A 2.612511816E-5 N/A 4.790558073E-9 2833.037759
200.000 10.501 1.626423142E-6 1.626423142E-6 455.1930966 455.1930966 4322.226839 -467.747386 14.01293636 -1.789073009 1.034129337 0.2521897283 1.581678953 -43.45483612 -84.50874713 538.5966676 N/A 2.450075639E-5 N/A 4.562455802E-9 2833.037759
200.000 11.001 1.626423142E-6 1.626423142E-6 457.2461787 457.2461787 4382.349421 -467.747386 14.25115799 -1.789073009 1.034129337 0.246770703 1.581678953 -44.43555056 -86.94711945 545.7868457 N/A 2.327100185E-5 N/A 4.355088405E-9 2833.037759
200.000 11.501 1.626423142E-6 1.626423142E-6 459.2272185 459.2272185 4441.178497 -467.747386 14.48430903 -1.789073009 1.034129337 0.2417466945 1.581678953 -45.35210941 -89.32737125 552.5255914 N/A 2.230763545E-5 N/A 4.165751545E-9 2833.037759
200.000 12.001 1.626423142E-6 1.626423142E-6 461.141783 461.141783 4498.940364 -467.747386 14.7132742 -1.789073009 1.034129337 0.2370604243 1.581678953 -46.27718615 -91.65919122 559.2637851 N/A 2.153255889E-5 N/A 3.992191575E-9 2833.037759
200.000 12.501 1.626423142E-6 1.626423142E-6 462.9947973 462.9947973 4555.642432 -467.747386 14.93807301 -1.789073009 1.034129337 0.2326797194 1.581678953 -47.18283837 -93.94333983 565.8311137 N/A 2.089548467E-5 N/A 3.832515403E-9 2833.037759
200.000 13.001 1.626423142E-6 1.626423142E-6 464.79064 464.79064 4611.346637 -467.747386 15.15894283 -1.789073009 1.034129337 0.2285725343 1.581678953 -48.0702906 -96.18273151 572.2375009 N/A 2.036256879E-5 N/A 3.685121163E-9 2833.037759
200.000 13.501 1.626423142E-6 1.626423142E-6 466.5332221 466.5332221 4666.109149 -467.747386 15.37609964 -1.789073009 1.034129337 0.2247113256 1.581678953 -48.9406537 -98.38000053 578.4920695 N/A 1.991019759E-5 N/A 3.548644288E-9 2833.037759
200.000 14.001 1.626423142E-6 1.626423142E-6 468.2260527 468.2260527 4719.981103 -467.747386 15.58974062 -1.789073009 1.034129337 0.2210722727 1.581678953 -49.79494592 -100.5375373 584.6032592 N/A 1.952139379E-5 N/A 3.421915135E-9 2833.037759
200.000 14.501 1.626423142E-6 1.626423142E-6 469.8722926 469.8722926 4773.009225 -467.747386 15.80004638 -1.789073009 1.034129337 0.2176346562 1.581678953 -50.6341123 -102.6575194 590.5789393 N/A 1.918363823E-5 N/A 3.303925381E-9 2833.037759
200.000 15.001 1.626423142E-6 1.626423142E-6 471.4748001 471.4748001 4825.23636 -467.747386 16.007183 -1.789073009 1.034129337 0.2143803575 1.581678953 -51.45904291 -104.7419374 596.4265158 N/A 1.888749662E-5 N/A 3.193801139E-9 2833.037759
200.000 15.501 1.626423142E-6 1.626423142E-6 473.0361688 473.0361688 4876.701941 -467.747386 16.2113036 -1.789073009 1.034129337 0.2112934537 1.581678953 -52.27058973 -106.792618 602.1530316 N/A 1.862572453E-5 N/A 3.090781275E-9 2833.037759
200.000 16.001 1.626423142E-6 1.626423142E-6 474.5587596 474.5587596 4927.442395 -467.747386 16.41254996 -1.789073009 1.034129337 0.2083598859 1.581678953 -53.06958327 -108.8112434 607.7652645 N/A 1.839266685E-5 N/A 2.99419979E-9 2833.037759
200.000 16.501 1.626423142E-6 1.626423142E-6 476.0447286 476.0447286 4977.491493 -467.747386 16.61105374 -1.789073009 1.034129337 0.2055671866 1.581678953 -53.85684681 -110.7993686 613.2698115 N/A 1.818384461E-5 N/A 2.903471409E-9 2833.037759
200.000 17.001 1.626423142E-6 1.626423142E-6 477.4960503 477.4960503 5026.88067 -467.747386 16.80693773 -1.789073009 1.034129337 0.2029042533 1.581678953 -54.63321074 -112.7584361 618.6731721 N/A 1.799566432E-5 N/A 2.81807971E-9 2833.037759
200.000 17.501 1.626423142E-6 1.626423142E-6 478.9145375 478.9145375 5075.6393 -467.747386 17.00031685 -1.789073009 1.034129337 0.2003611608 1.581678953 -55.39952404 -114.6897898 623.981815 N/A 1.782520946E-5 N/A 2.737567285E-9 2833.037759
200.000 18.001 1.626423142E-6 1.626423142E-6 480.3018594 480.3018594 5123.794946 -467.747386 17.19129908 -1.789073009 1.034129337 0.1979290028 1.581678953 -56.15666395 -116.594686 629.2022331 N/A 1.767008823E-5 N/A 2.661527549E-9 2833.037759
200.000 18.501 1.626423142E-6 1.626423142E-6 481.6595559 481.6595559 5171.37358 -467.747386 17.37998635 -1.789073009 1.034129337 0.1955997593 1.581678953 -56.90554478 -118.4743043 634.3409935 N/A 1.752832065E-5 N/A 2.58959787E-9 2833.037759
200.000 19.001 1.626423142E-6 1.626423142E-6 482.9890514 482.9890514 5218.39978 -467.747386 17.56647519 -1.789073009 1.034129337 0.1933661843 1.581678953 -57.64712208 -120.3297565 639.4047603 N/A 1.739825353E-5 N/A 2.521453784E-9 2833.037759
200.000 19.501 1.626423142E-6 1.626423142E-6 484.291666 484.291666 5264.896902 -467.747386 17.75085748 -1.789073009 1.034129337 0.1912217098 1.581678953 -58.38239524 -122.1620948 644.4003092 N/A 1.727849578E-5 N/A 2.456804105E-9 2833.037759
200.000 20.001 1.626423142E-6 1.626423142E-6 485.5686258 485.5686258 5310.747737 -467.747386 17.93266787 -1.789073009 1.034129337 0.1891665298 1.581678953 -59.04547137 -123.9668313 648.9640146 N/A 1.716786842E-5 N/A 2.395386765E-9 2833.037759
200.000 20.501 1.626423142E-6 1.626423142E-6 486.8210714 486.8210714 5356.201255 -467.747386 18.1128931 -1.789073009 1.034129337 0.1871849122 1.581678953 -59.74928312 -125.7538817 653.7241344 N/A 1.706536562E-5 N/A 2.336965261E-9 2833.037759
200.000 21.001 1.626423142E-6 1.626423142E-6 488.0500662 488.0500662 5401.175184 -467.747386 18.29120653 -1.789073009 1.034129337 0.1852765096 1.581678953 -60.44464706 -127.5201115 658.4083728 N/A 1.697012407E-5 N/A 2.281325614E-9 2833.037759
200.000 21.501 1.626423142E-6 1.626423142E-6 489.2566031 489.2566031 5445.686365 -467.747386 18.46767463 -1.789073009 1.034129337 0.1834368423 1.581678953 -61.13187273 -129.2662818 663.0195624 N/A 1.68813986E-5 N/A 2.22827375E-9 2833.037759
200.000 22.001 1.626423142E-6 1.626423142E-6 490.4416109 490.4416109 5489.750672 -467.747386 18.64236011 -1.789073009 1.034129337 0.1816618063 1.581678953 -61.81125237 -130.9931089 667.5603791 N/A 1.679854261E-5 N/A 2.177633235E-9 2833.037759
200.000 22.501 1.626423142E-6 1.626423142E-6 491.6059595 491.6059595 5533.383088 -467.747386 18.81532219 -1.789073009 1.034129337 0.1799476336 1.581678953 -62.48306275 -132.7012678 672.0333559 N/A 1.672099233E-5 N/A 2.12924332E-9 2833.037759
200.000 23.001 1.626423142E-6 1.626423142E-6 492.7504651 492.7504651 5576.597778 -467.747386 18.9866169 -1.789073009 1.034129337 0.1782908577 1.581678953 -63.14756683 -134.3913955 676.4408961 N/A 1.664825393E-5 N/A 2.082957232E-9 2833.037759
200.000 23.501 1.626423142E-6 1.626423142E-6 493.8758946 493.8758946 5619.408144 -467.747386 19.15629732 -1.789073009 1.034129337 0.1766882833 1.581678953 -63.8050152 -136.064094 680.7852842 N/A 1.657989304E-5 N/A 2.03864069E-9 2833.037759
200.000 24.001 1.626423142E-6 1.626423142E-6 494.9829695 494.9829695 5661.826892 -467.747386 19.32441376 -1.789073009 1.034129337 0.1751369593 1.581678953 -64.45564787 -137.719933 685.0686991 N/A 1.651552603E-5 N/A 1.9961706E-9 2833.037759
200.000 24.501 1.626423142E-6 1.626423142E-6 496.0723694 496.0723694 5703.866075 -467.747386 19.49101401 -1.789073009 1.034129337 0.1736341555 1.581678953 -65.09969539 -139.359452 689.2932229 N/A 1.645481283E-5 N/A 1.955433921E-9 2833.037759
200.000 25.001 1.626423142E-6 1.626423142E-6 497.1447354 497.1447354 5745.537147 -467.747386 19.65614348 -1.789073009 1.034129337 0.1721773419 1.581678953 -65.73738043 -140.983163 693.4608521 N/A 1.639745091E-5 N/A 1.916326649E-9 2833.037759
200.000 25.501 1.626423142E-6 1.626423142E-6 498.2006728 498.2006728 5786.851 -467.747386 19.81984543 -1.789073009 1.034129337 0.1707641696 1.581678953 -66.3689192 -142.5915524 697.5735073 N/A 1.634317026E-5 N/A 1.878752942E-9 2833.037759
200.000 26.001 1.626423142E-6 1.626423142E-6 499.2407542 499.2407542 5827.818012 -467.747386 19.98216103 -1.789073009 1.034129337 0.1693924548 1.581678953 -66.99452251 -144.1850826 701.6330416 N/A 1.629172908E-5 N/A 1.842624328E-9 2833.037759
200.000 26.501 1.626423142E-6 1.626423142E-6 500.2655212 500.2655212 5868.448076 -467.747386 20.14312959 -1.789073009 1.034129337 0.1680601641 1.581678953 -67.61439691 -145.7641938 705.6412481 N/A 1.624291026E-5 N/A 1.807859011E-9 2833.037759
200.000 27.001 1.626423142E-6 1.626423142E-6 501.2754871 501.2754871 5908.750639 -467.747386 20.30278866 -1.789073009 1.034129337 0.166765401 1.581678953 -68.22874654 -147.329306 709.5998718 N/A 1.619651825E-5 N/A 1.774381256E-9 2833.037759
200.000 27.501 1.626423142E-6 1.626423142E-6 502.2711389 502.2711389 5948.734731 -467.747386 20.46117415 -1.789073009 1.034129337 0.1655063946 1.581678953 -68.83777278 -148.8808197 713.5106094 N/A 1.61523765E-5 N/A 1.742120834E-9 2833.037759
200.000 28.001 1.626423142E-6 1.626423142E-6 503.2529388 503.2529388 5988.408995 -467.747386 20.61832043 -1.789073009 1.034129337 0.1642814887 1.581678953 -69.4416771 -150.4191179 717.3751252 N/A 1.611032514E-5 N/A 1.711012533E-9 2833.037759
200.000 28.501 1.626423142E-6 1.626423142E-6 504.221326 504.221326 6027.781714 -467.747386 20.77426046 -1.789073009 1.034129337 0.1630891326 1.581678953 -70.04066019 -151.9445669 721.1950489 N/A 1.607021913E-5 N/A 1.680995717E-9 2833.037759
200.000 29.001 1.626423142E-6 1.626423142E-6 505.1767185 505.1767185 6066.860834 -467.747386 20.92902587 -1.789073009 1.034129337 0.1619278722 1.581678953 -70.63492338 -153.4575177 724.9719831 N/A 1.603192652E-5 N/A 1.652013931E-9 2833.037759
200.000 29.501 1.626423142E-6 1.626423142E-6 506.119514 506.119514 6105.653989 -467.747386 21.08264706 -1.789073009 1.034129337 0.1607963425 1.581678953 -71.22467039 -154.9583069 728.7075144 N/A 1.599532705E-5 N/A 1.624014548E-9 2833.037759
220.000 0.001 2.654923315E-5 2.654923315E-5 252.816153 252.816153 2402.578188 -434.7588636 9.590421027 -1.631966929 1.016421593 1015.289742 1.71658226 1.851412822 1.390679371 367.4427793 N/A 8.576055157E-6 N/A 5.341637202E-5 2837.261257
220.000 0.501 2.654923315E-5 2.654923315E-5 354.5303038 354.5303038 2448.314263 -434.7588636 6.941493301 -1.631966929 1.016421593 1.98169704 1.71658226 -1.754233222 -1.853995157 304.282205 N/A 8.269049014E-6 N/A 9.565053052E-8 2837.261257
220.000 1.001 2.654923315E-5 2.654923315E-5 372.8031856 372.8031856 2506.338448 -434.7588636 6.893946788 -1.631966929 1.016421593 0.9875860514 1.71658226 -5.475867492 -5.51030248 314.8016961 N/A 7.927727762E-6 N/A 4.78675409E-8 2837.261257
220.000 1.501 2.654923315E-5 2.654923315E-5 384.5412339 384.5412339 2572.951639 -434.7588636 7.013816485 -1.631966929 1.016421593 0.66722867 1.71658226 -8.804800668 -9.367433798 316.4763098 N/A 7.545997563E-6 N/A 3.192109941E-8 2837.261257
220.000 2.001 2.654923315E-5 2.654923315E-5 393.3990367 393.3990367 2643.812141 -434.7588636 7.203501528 -1.631966929 1.016421593 0.513716438 1.71658226 -11.5213003 -13.22742819 319.4238078 N/A 7.116230899E-6 N/A 2.394435314E-8 2837.261257
220.000 2.501 2.654923315E-5 2.654923315E-5 400.5984286 400.5984286 2715.615905 -434.7588636 7.423971256 -1.631966929 1.016421593 0.4252864284 1.71658226 -13.6771269 -16.96685506 323.9482328 N/A 6.628751679E-6 N/A 1.915717662E-8 2837.261257
220.000 3.001 2.654923315E-5 2.654923315E-5 406.7080662 406.7080662 2786.399696 -434.7588636 7.65597273 -1.631966929 1.016421593 0.3682978512 1.71658226 -15.39317053 -20.53002098 329.3664539 N/A 6.071097994E-6 N/A 1.596525516E-8 2837.261257
220.000 3.501 2.654923315E-5 2.654923315E-5 412.041775 412.041775 2855.265315 -434.7588636 7.890053709 -1.631966929 1.016421593 0.3285880083 1.71658226 -16.81873013 -23.90621152 335.488573 N/A 5.426941787E-6 N/A 1.36850808E-8 2837.261257
220.000 4.001 2.654923315E-5 2.654923315E-5 416.7922186 416.7922186 2921.851219 -434.7588636 8.12152042 -1.631966929 1.016421593 0.2993060356 1.71658226 -18.03807054 -27.10237089 341.9274703 N/A 4.674463505E-6 N/A 1.197482397E-8 2837.261257
220.000 4.501 2.654923315E-5 2.654923315E-5 421.0866935 421.0866935 2986.10016 -434.7588636 8.348201486 -1.631966929 1.016421593 0.2767638064 1.71658226 -19.11224406 -30.13341073 348.4919288 N/A 3.783831536E-6 N/A 1.06445495E-8 2837.261257
220.000 5.001 2.654923315E-5 2.654923315E-5 425.0139694 425.0139694 3048.092724 -434.7588636 8.569194715 -1.631966929 1.016421593 0.2588190548 1.71658226 -20.08142128 -33.0159323 355.0657867 N/A 2.713152989E-6 N/A 9.580282867E-9 2837.261257
220.000 5.501 2.654923315E-5 2.654923315E-5 428.6385702 428.6385702 3107.967507 -434.7588636 8.784245529 -1.631966929 1.016421593 0.2441486792 1.71658226 -20.97254588 -35.76583207 361.581808 N/A 1.40169263E-6 N/A 8.709488133E-9 2837.261257
220.000 6.001 2.654923315E-5 2.654923315E-5 432.008939 432.008939 3165.882075 -434.7588636 8.993427861 -1.631966929 1.016421593 0.2318936733 1.71658226 -21.80437774 -38.39746668 368.0047458 N/A -2.420626967E-7 N/A 7.983804458E-9 2837.261257
220.000 6.501 2.654923315E-5 2.654923315E-5 435.1624606 435.1624606 3221.994735 -434.7588636 9.196978765 -1.631966929 1.016421593 0.2214727688 1.71658226 -22.59066022 -40.92349634 374.320882 N/A -2.362728427E-6 N/A 7.369749232E-9 2837.261257
220.000 7.001 2.654923315E-5 2.654923315E-5 438.1286058 438.1286058 3276.45672 -434.7588636 9.39521224 -1.631966929 1.016421593 0.2124786913 1.71658226 -23.34209112 -43.35500062 380.531591 N/A -5.203074977E-6 N/A 6.843405095E-9 2837.261257
220.000 7.501 2.654923315E-5 2.654923315E-5 440.9310509 440.9310509 3329.281516 -434.7588636 9.588006917 -1.631966929 1.016421593 0.2046355366 1.71658226 -24.02122345 -45.69603366 386.2761404 N/A -9.204321994E-6 N/A 6.3872319E-9 2837.261257
220.000 8.001 2.654923315E-5 2.654923315E-5 443.5891211 443.5891211 3380.764282 -434.7588636 9.77631523 -1.631966929 1.016421593 0.1976997501 1.71658226 -24.69876025 -47.96244059 392.0889381 N/A -1.526099496E-5 N/A 5.988074048E-9 2837.261257
220.000 8.501 2.654923315E-5 2.654923315E-5 446.1188086 446.1188086 3430.942711 -434.7588636 9.960182573 -1.631966929 1.016421593 0.1915183693 1.71658226 -25.3517608 -50.15809828 397.7538985 N/A -2.55042831E-5 N/A 5.635871056E-9 2837.261257
220.000 9.001 2.654923315E-5 2.654923315E-5 448.5335074 448.5335074 3479.913596 -434.7588636 10.13989236 -1.631966929 1.016421593 0.1859650803 1.71658226 -25.9832602 -52.2891044 403.2751792 N/A -4.656784685E-5 N/A 5.322797884E-9 2837.261257
220.000 9.501 2.654923315E-5 2.654923315E-5 450.8445569 450.8445569 3527.763646 -434.7588636 10.31570758 -1.631966929 1.016421593 0.1809409206 1.71658226 -26.59572421 -54.3607908 408.6580611 N/A -0.0001147877266 N/A 5.042676714E-9 2837.261257
220.000 10.001 2.654923315E-5 2.654923315E-5 453.0616347 453.0616347 3574.570663 -434.7588636 10.48787074 -1.631966929 1.016421593 0.1763671933 1.71658226 -27.19121028 -56.37784306 413.9085697 N/A 0.001096323324 N/A 4.790565183E-9 2837.261257
220.000 10.501 2.654923315E-5 2.654923315E-5 455.1930966 455.1930966 3620.40464 -434.7588636 10.65660481 -1.631966929 1.016421593 0.1721804798 1.71658226 -27.77148714 -58.34440048 419.0332772 N/A 0.0001186451332 N/A 4.56246225E-9 2837.261257
220.000 11.001 2.654923315E-5 2.654923315E-5 457.2461787 457.2461787 3665.328773 -434.7588636 10.82211477 -1.631966929 1.016421593 0.1683290594 1.71658226 -28.33812612 -60.26413953 424.0392175 N/A 6.915008774E-5 N/A 4.355094281E-9 2837.261257
220.000 11.501 2.654923315E-5 2.654923315E-5 459.2272185 459.2272185 3709.400357 -434.7588636 10.98458927 -1.631966929 1.016421593 0.1647702936 1.71658226 -28.89257442 -62.14034397 428.9338853 N/A 5.151898348E-5 N/A 4.165756921E-9 2837.261257
220.000 12.001 2.654923315E-5 2.654923315E-5 461.141783 461.141783 3752.671593 -434.7588636 11.14420238 -1.631966929 1.016421593 0.1614686839 1.71658226 -29.43621291 -63.97596382 433.7252677 N/A 4.247449226E-5 N/A 3.992196512E-9 2837.261257
220.000 12.501 2.654923315E-5 2.654923315E-5 462.9947973 462.9947973 3795.190295 -434.7588636 11.30111537 -1.631966929 1.016421593 0.1583944091 1.71658226 -29.97040339 -65.77366527 438.4219011 N/A 3.697224202E-5 N/A 3.832519953E-9 2837.261257
220.000 13.001 2.654923315E-5 2.654923315E-5 464.79064 464.79064 3837.000522 -434.7588636 11.45547826 -1.631966929 1.016421593 0.1555222093 1.71658226 -30.49652476 -67.53587301 443.032917 N/A 3.327204393E-5 N/A 3.68512537E-9 2837.261257
220.000 13.501 2.654923315E-5 2.654923315E-5 466.5332221 466.5332221 3878.143127 -434.7588636 11.6074314 -1.631966929 1.016421593 0.1528305247 1.71658226 -31.01600234 -69.26480635 447.5680893 N/A 3.061317992E-5 N/A 3.548648189E-9 2837.261257
220.000 14.001 2.654923315E-5 2.654923315E-5 468.2260527 468.2260527 3918.656239 -434.7588636 11.7571068 -1.631966929 1.016421593 0.1503008223 1.71658226 -31.53032527 -70.96250984 452.0378318 N/A 2.861028706E-5 N/A 3.421918762E-9 2837.261257
220.000 14.501 2.654923315E-5 2.654923315E-5 469.8722926 469.8722926 3958.421143 -434.7588636 11.90405822 -1.631966929 1.016421593 0.1479260965 1.71658226 -31.97657606 -72.62442903 455.9906752 N/A 2.704726902E-5 N/A 3.303928763E-9 2837.261257
220.000 15.001 2.654923315E-5 2.654923315E-5 471.4748001 471.4748001 3997.713297 -434.7588636 12.04929723 -1.631966929 1.016421593 0.1456777401 1.71658226 -32.45999688 -74.26243955 460.1849993 N/A 2.579355587E-5 N/A 3.193804299E-9 2837.261257
220.000 15.501 2.654923315E-5 2.654923315E-5 473.0361688 473.0361688 4036.45514 -434.7588636 12.19253187 -1.631966929 1.016421593 0.1435501057 1.71658226 -32.93578438 -75.87361404 464.2980476 N/A 2.476560174E-5 N/A 3.090784234E-9 2837.261257
220.000 16.001 2.654923315E-5 2.654923315E-5 474.5587596 474.5587596 4074.672122 -434.7588636 12.33385161 -1.631966929 1.016421593 0.1415326086 1.71658226 -33.4043401 -77.45930308 468.3333031 N/A 2.390746407E-5 N/A 2.994202567E-9 2837.261257
220.000 16.501 2.654923315E-5 2.654923315E-5 476.0447286 476.0447286 4112.387821 -434.7588636 12.47333965 -1.631966929 1.016421593 0.1396159181 1.71658226 -33.86603398 -79.02075027 472.29407 N/A 2.318027331E-5 N/A 2.903474021E-9 2837.261257
220.000 17.001 2.654923315E-5 2.654923315E-5 477.4960503 477.4960503 4149.624125 -434.7588636 12.61107351 -1.631966929 1.016421593 0.1377917728 1.71658226 -34.32121019 -80.55910365 476.1834957 N/A 2.255618157E-5 N/A 2.81808217E-9 2837.261257
220.000 17.501 2.654923315E-5 2.654923315E-5 478.9145375 478.9145375 4186.401405 -434.7588636 12.74712558 -1.631966929 1.016421593 0.1360528289 1.71658226 -34.77019191 -82.07542569 480.0045902 N/A 2.201471459E-5 N/A 2.737569607E-9 2837.261257
220.000 18.001 2.654923315E-5 2.654923315E-5 480.3018594 480.3018594 4222.738656 -434.7588636 12.88156355 -1.631966929 1.016421593 0.1343925327 1.71658226 -35.21328605 -83.570702 483.7602484 N/A 2.154048283E-5 N/A 2.661529744E-9 2837.261257
220.000 18.501 2.654923315E-5 2.654923315E-5 481.6595559 481.6595559 4258.653632 -434.7588636 13.01445085 -1.631966929 1.016421593 0.1328050152 1.71658226 -35.65078795 -85.04584913 487.4532734 N/A 2.112169521E-5 N/A 2.589599947E-9 2837.261257
220.000 19.001 2.654923315E-5 2.654923315E-5 482.9890514 482.9890514 4294.162962 -434.7588636 13.14584707 -1.631966929 1.016421593 0.1312850025 1.71658226 -36.08298523 -86.50172133 491.086397 N/A 2.074916547E-5 N/A 2.521455753E-9 2837.261257
220.000 19.501 2.654923315E-5 2.654923315E-5 484.291666 484.291666 4329.282257 -434.7588636 13.27580826 -1.631966929 1.016421593 0.12982774 1.71658226 -36.51016196 -87.93911675 494.662303 N/A 2.041563051E-5 N/A 2.456805975E-9 2837.261257
220.000 20.001 2.654923315E-5 2.654923315E-5 485.5686258 485.5686258 4364.026206 -434.7588636 13.40438729 -1.631966929 1.016421593 0.1284289287 1.71658226 -36.93260221 -89.35878278 498.1836473 N/A 2.011527212E-5 N/A 2.395388542E-9 2837.261257
220.000 20.501 2.654923315E-5 2.654923315E-5 486.8210714 486.8210714 4398.408662 -434.7588636 13.53163411 -1.631966929 1.016421593 0.1270846695 1.71658226 -37.35059365 -90.76142105 501.6530789 N/A 1.984337476E-5 N/A 2.336966953E-9 2837.261257
